First name;Gender;Age;Salary;loaned_sum;Period;Interest rate;DAE;Monthly payment;Total_amount;Score;Eligibility
Henryetta;Female;30;5595;56980;2;8,99;12;2390,026711;62226,84557;45;no
Lura;Female;35;5113;114978;5;8,99;11;1926,166961;125570,7264;50;no
Cassie;Male;58;2845;15868;2;10,49;13,5;671,0439399;17592,46107;25;no
Roze;Female;34;9408;27845;1;9,75;14,76;2346,118103;30565,78814;73;yes
Karyn;Female;39;7325;32437;3;9,75;11,76;910,4614701;35611,70199;67;yes
Lesley;Male;36;6909;66894;1;8,99;14;5622,951753;72914,65851;73;yes
Dalenna;Female;26;6950;72169;5;8,99;11;1211,616191;78956,21737;80;yes
Karlens;Male;58;5639;42699;3;9,75;11,76;1196,286966;46760,44404;37;no
Bethena;Female;22;4823;76032;3;8,99;11;2124,260995;82993,47108;47;no
Junette;Female;28;5117;100992;2;8,99;12;4230,703643;110004,4255;45;no
Booth;Male;29;1180;57440;1;8,99;14;4829,260123;62662,30905;43;no
Brewster;Male;28;11281;71984;1;8,99;14;6050,272506;78434,48702;93;yes
Merline;Female;42;10816;22264;2;9,75;12,76;938,4200643;24536,81558;85;yes
Morgana;Female;45;6971;36011;3;9,75;11,76;1010,007399;39494,53224;67;yes
Rowan;Male;33;11562;56754;3;8,99;11;1587,427064;62044,6396;97;yes
Joela;Female;24;5716;21865;4;9,75;11,76;463,4442344;24148,5984;39;no
Rhonda;Female;23;8287;113950;5;8,99;11;1909,007994;124451,3422;90;yes
Thayne;Male;49;10035;36545;4;9,75;11,76;769,8975324;40112,15737;89;yes
Maxim;Male;23;7114;3862;1;10,49;15,5;331,6223127;4559,389102;53;no
Nichole;Female;43;11423;96059;3;8,99;11;2681,952309;104756,2187;97;yes
Delbert;Male;23;3128;83996;5;8,99;11;1409,027762;91834,57935;50;no
Fred;Male;54;10367;9173;1;10,49;15,5;778,0410343;10318,03535;73;yes
Ginelle;Female;55;6703;70441;4;8,99;11;1477,264239;76996,25185;79;yes
Penrod;Male;39;8940;59525;1;8,99;14;5004,302121;64923,37829;83;yes
Urbanus;Male;34;4649;84182;5;8,99;11;1412,1324;92037,11383;50;no
Chiarra;Female;20;5045;24897;5;9,75;11,76;422,6231998;27471,23942;40;no
Parke;Male;53;11705;17287;5;10,49;12,5;295,6195115;19181,85502;80;yes
Averill;Male;23;8308;51569;1;8,99;14;4336,372081;56295,52846;83;yes
Vladamir;Male;48;11634;33160;4;9,75;11,76;699,233744;36431,18686;89;yes
Ellery;Male;48;8373;119185;1;8,99;14;10012,9379;129621,4076;83;yes
Fairlie;Male;55;1433;108873;1;8,99;14;9147,214596;118438,6037;43;no
Michail;Male;31;1582;121457;1;8,99;14;10203,67911;132085,2682;43;no
Matthus;Male;29;11267;29712;2;9,75;12,76;1250,009026;32620,76019;85;yes
Rodger;Male;47;6837;79305;2;8,99;12;3323,706446;86461,92853;75;yes
Annnora;Female;59;4600;33959;3;9,75;11,76;952,8534409;37265,2184;37;no
Trudey;Female;33;4902;73012;5;8,99;11;1225,687211;79874,15591;50;no
Jessie;Male;21;5551;10011;3;10,49;12,5;285,891283;11245,75429;27;no
Franciska;Female;32;6056;60313;4;8,99;11;1265,869793;65979,18845;79;yes
Patton;Male;24;7458;44544;2;9,75;12,76;1870,509493;48719,18481;65;yes
Ad;Male;27;3780;97694;3;8,99;11;2727,482109;106532,9247;47;no
Godfry;Male;19;7687;33378;5;9,75;11,76;564,2025209;36702,48173;70;yes
Lizzy;Female;18;7744;62976;3;8,99;11;1760,690926;68805,90267;77;yes
Wittie;Male;40;2208;67233;3;8,99;11;1879,235486;73431,85845;47;no
Alejandro;Male;58;8114;9437;3;10,49;12,5;269,9005132;10622,27939;67;yes
Lolita;Female;36;11598;40894;3;9,75;11,76;1146,012651;44799,47353;87;yes
Brien;Male;49;7382;10780;4;10,49;12,5;232,0730712;12091,31332;59;yes
Kendal;Male;56;7091;100510;2;8,99;12;4210,545362;109481,1865;75;yes
Rad;Male;51;4164;96447;5;8,99;11;1616,854893;105392,4118;50;no
Muriel;Female;48;5409;12004;5;10,49;12,5;207,4158394;13433,4239;30;no
Aron;Male;27;1953;87571;1;8,99;14;7358,847863;95337,74184;43;no
Aldric;Male;44;10973;15916;3;10,49;12,5;450,3956308;17659,72514;77;yes
Jacquelin;Female;18;3621;55817;5;8,99;11;938,6751225;61150,60521;50;no
Colet;Male;34;7055;36584;2;9,75;12,76;1537,500882;40079,52327;65;yes
Timmi;Female;30;8442;79674;4;8,99;11;1669,977996;87039,74972;89;yes
Emilio;Male;20;5568;73858;2;8,99;12;3095,901138;80548,89396;45;no
Clerkclaude;Male;53;7464;34209;2;9,75;12,76;1438,142157;37501,73481;65;yes
Sofie;Female;52;9691;80618;5;8,99;11;1352,643532;88156,29181;90;yes
Kinna;Female;60;2908;83304;3;8,99;11;2326,764178;90895,73804;47;no
Zacharie;Male;29;11091;102876;1;8,99;14;8643,748476;111935,183;93;yes
Greer;Female;47;3646;61713;4;8,99;11;1295,090984;67502,08426;49;no
Brandy;Female;60;2491;68518;5;8,99;11;1150,675154;74980,66148;50;no
Rafe;Male;50;8709;36285;5;9,75;11,76;612,7311244;39866,63942;80;yes
Aryn;Female;55;10124;77338;4;8,99;11;1621,220351;84498,68929;99;yes
Hugh;Male;45;4478;24037;1;9,75;14,76;2026,227216;26436,54917;33;no
Ilka;Female;52;9197;50187;2;8,99;12;2105,928774;54852,64989;85;yes
Chaunce;Male;38;3517;74555;2;8,99;12;3125,051184;81305,5279;45;no
Jordon;Male;27;4486;41074;3;9,75;11,76;1151,026156;44995,02737;37;no
Candy;Female;26;10037;95370;5;8,99;11;1598,878038;104219,6719;100;yes
Eustacia;Female;23;6394;83125;1;8,99;14;6985,592841;90516,29635;73;yes
Phylys;Female;49;1714;42840;4;9,75;11,76;901,3092157;46957,56635;39;no
Tracie;Male;30;5383;105517;2;8,99;12;4419,94892;114916,5755;45;no
Kamilah;Female;46;10529;106230;5;8,99;11;1780,14883;116045,0723;100;yes
Taffy;Female;36;1596;101341;1;8,99;14;8514,880626;110270,5589;43;no
Gabriele;Male;29;6559;34487;3;9,75;11,76;967,5597225;37838,84301;67;yes
Ambrosi;Male;60;7113;123326;2;8,99;12;5164,759778;134249,2785;75;yes
Osbourne;Male;32;6443;33455;2;9,75;12,76;1406,598376;36683,35481;65;yes
Frazier;Male;22;6344;108029;5;8,99;11;1810,177021;118003,9945;80;yes
Ellerey;Male;60;7521;86770;1;8,99;14;7291,601513;94469,10085;73;yes
Tuck;Male;57;6023;91785;3;8,99;11;2562,93435;100111,7895;77;yes
Dukie;Male;18;8286;53235;5;8,99;11;895,5774074;58339,07814;90;yes
Jilli;Female;50;4319;65463;1;8,99;14;5502,815015;71362,81674;43;no
Milissent;Female;25;9865;98746;1;8,99;14;8297,0226;107456,4223;83;yes
Lynn;Female;54;2033;46418;4;9,75;11,76;976,0019881;50848,41199;39;no
Taylor;Male;42;5836;73011;5;8,99;11;1225,670519;79873,06702;50;no
Alley;Male;43;11272;32683;4;9,75;11,76;689,2760993;35912,47994;89;yes
Hanni;Female;18;5203;21909;5;9,75;11,76;372,7424061;24218,91635;40;no
Eyde;Female;18;11221;79469;3;8,99;11;2219,971039;86728,35716;97;yes
Ronalda;Female;60;5305;9510;4;10,49;12,5;205,5570415;10710,63727;29;no
Fan;Female;31;6517;58733;1;8,99;14;4937,811348;64064,49731;73;yes
Avrit;Female;53;11269;118912;1;8,99;14;9990,018729;129325,3539;93;yes
Mikol;Male;52;10468;116127;4;8,99;11;2430,8352;126692,6933;99;yes
Randall;Male;30;10287;37893;2;9,75;12,76;1592,263228;41500,29173;85;yes
Obediah;Male;55;11119;34889;2;9,75;12,76;1466,590129;38239,79635;85;yes
Kristoffer;Male;36;2885;90598;2;8,99;12;3796,004106;98721,13534;45;no
Jeffrey;Male;28;7054;15382;1;10,49;15,5;1299,941588;17050,37099;53;no
Margaretha;Female;27;3573;43429;5;9,75;11,76;731,9909605;47642,60865;40;no
Ike;Male;29;2891;98469;1;8,99;14;8273,76762;107156,0309;43;no
Katherina;Female;44;9249;73647;4;8,99;11;1544,180767;80483,68326;89;yes
Jeffy;Male;32;6228;7777;3;10,49;12,5;223,6554298;8819,198682;57;yes
Leodora;Female;35;3200;120044;5;8,99;11;2010,726614;131087,0688;50;no
Sterne;Male;42;7940;57512;3;8,99;11;1608,535069;62868,33574;77;yes
Gaelan;Male;19;3032;56758;4;8,99;11;1191,668839;62112,12088;49;no
Tootsie;Female;33;8827;117251;1;8,99;14;9850,572802;127524,0896;83;yes
Jeddy;Male;25;1205;54263;2;8,99;12;2276,395901;59277,38441;45;no
Clair;Male;22;8771;89416;3;8,99;11;2496,964872;97537,46737;87;yes
Dag;Male;59;1232;92744;5;8,99;11;1555,045892;101360,2334;50;no
Netti;Female;59;11083;20703;1;9,75;14,76;1746,154681;22821,29635;83;yes
Bing;Male;26;5055;9050;3;10,49;12,5;259,1192799;10201,92263;27;no
Corrie;Male;37;5492;5317;3;10,49;12,5;155,1235593;6147,16341;27;no
Roddie;Male;43;10100;100107;4;8,99;11;2096,461283;109266,4141;99;yes
Dulcy;Female;37;3903;17282;3;10,49;12,5;488,4503199;19143,46505;27;no
Aldo;Male;42;4978;32006;5;9,75;11,76;541,2987562;35209,1125;40;no
Dilan;Male;31;8430;91681;1;8,99;14;7703,894679;99794,81359;83;yes
Del;Female;44;10289;115518;1;8,99;14;9705,082259;125644,7453;93;yes
Tony;Female;33;3570;84493;2;8,99;12;3540,679816;92093,80358;45;no
Clerc;Male;32;7297;30754;3;9,75;11,76;863,5851975;33783,27353;67;yes
Orville;Male;22;10309;123442;4;8,99;11;2583,515925;134649,8239;99;yes
Ulysses;Male;52;7330;71624;4;8,99;11;1501,956146;78283,09881;79;yes
Tarrance;Male;39;3514;56804;2;8,99;12;2382,666011;62035,78736;45;no
Rosie;Female;54;9690;38783;4;9,75;11,76;816,6170474;42545,83891;79;yes
Eduino;Male;27;7659;60571;5;8,99;11;1018,026996;66327,21237;80;yes
Aurelie;Female;43;11043;73370;3;8,99;11;2050,132355;80100,75454;97;yes
Adelaide;Female;58;6644;18686;2;10,49;13,5;788,9715818;20650,66714;55;yes
Sapphira;Female;35;8087;39870;4;9,75;11,76;839,3087868;43727,88173;79;yes
Tracey;Female;50;8908;62563;5;8,99;11;1051,276666;68496,29134;90;yes
Malina;Female;32;8477;100113;5;8,99;11;1678,046304;109384,3012;90;yes
Danit;Female;32;10699;30857;5;9,75;11,76;522,1176879;33958,47019;90;yes
Carmelia;Female;24;4914;84427;3;8,99;11;2358,036328;92116,06887;47;no
Niki;Male;33;11819;13974;4;10,49;12,5;298,759842;15563,6592;79;yes
Zelda;Female;27;9233;106677;5;8,99;11;1787,609976;116531,8084;90;yes
Dulci;Female;60;6287;49645;4;9,75;11,76;1043,367437;54357,56763;69;yes
Denise;Female;46;9845;105560;4;8,99;11;2210,277823;115198,0933;89;yes
Tonnie;Male;50;2191;91409;5;8,99;11;1532,762604;99906,55849;50;no
Barbee;Female;49;10887;2900;3;10,49;12,5;87,7896035;3521,834446;77;yes
Augustina;Female;43;8065;10219;3;10,49;12,5;291,6858477;11471,68248;67;yes
Janek;Male;59;3142;59032;3;8,99;11;1650,862467;64520,07471;47;no
Cherianne;Female;28;7686;112481;5;8,99;11;1884,488031;122851,7554;80;yes
Cristian;Male;19;6753;6475;5;10,49;12,5;115,1050117;7417,320226;60;yes
Cindelyn;Female;19;6342;37988;2;9,75;12,76;1596,237577;41603,40327;65;yes
Kania;Female;31;9294;88772;2;8,99;12;3719,636841;96738,90638;85;yes
Matthew;Male;51;5234;113490;4;8,99;11;2375,794999;123824,2102;49;no
Tonie;Female;25;11049;70160;4;8,99;11;1471,399129;76690,58491;99;yes
Roseline;Female;23;6367;5471;3;10,49;12,5;159,4137658;6314,437163;57;yes
Lalo;Male;45;7350;66568;4;8,99;11;1396,425901;72783,26937;79;yes
Trefor;Male;35;1247;3881;4;10,49;12,5;88,03048139;4591,089689;29;no
Carline;Female;48;3058;2914;5;10,49;12,5;55,6514292;3542,596918;30;no
Michael;Male;35;10511;68041;3;8,99;11;1901,73584;74309,88812;97;yes
Rodrique;Male;60;5093;26061;2;9,75;12,76;1097,268519;28658,02096;35;no
Ennis;Male;37;1277;97659;5;8,99;11;1637,085114;106712,1527;50;no
Letisha;Female;24;4730;116739;2;8,99;12;4889,277206;127098,7077;45;no
Elbertine;Female;22;10668;4530;5;10,49;12,5;82,63176879;5300,966159;80;yes
Shantee;Female;56;9295;7387;1;10,49;15,5;627,9179244;8381,499445;63;yes
Arley;Male;46;9464;124612;3;8,99;11;3477,066908;135783,9179;87;yes
Harley;Female;51;4140;4943;5;10,49;12,5;89,52711548;5750,351367;30;no
Isis;Female;20;4571;89941;2;8,99;12;3768,526947;98007,92371;45;no
Thaxter;Male;20;2829;17678;2;10,49;13,5;746,7888057;19556,74531;25;no
Preston;Male;55;2984;47935;3;9,75;11,76;1342,124258;52448,88814;37;no
Bogey;Male;19;5006;86909;3;8,99;11;2427,152513;94813,18474;47;no
Linn;Male;59;8974;18405;2;10,49;13,5;777,212296;20345,71473;65;yes
Rory;Female;28;7349;108830;2;8,99;12;4558,505738;118513,0293;75;yes
Gerald;Male;37;11420;8669;2;10,49;13,5;369,7802442;9779,818955;75;yes
Lebbie;Female;32;8033;89414;2;8,99;12;3746,486668;97435,83463;85;yes
Rosetta;Female;55;3297;68734;5;8,99;11;1154,280539;75215,86281;50;no
Lonna;Female;30;5552;26455;4;9,75;11,76;559,2630789;29139,92917;39;no
Rivalee;Female;27;4116;40377;3;9,75;11,76;1131,61275;44237,79942;37;no
Townie;Male;58;6022;59004;5;8,99;11;991,8712566;64620,91379;80;yes
Addie;Male;54;11785;55396;5;8,99;11;931,6479583;60692,18039;100;yes
Chevalier;Male;18;6744;117020;3;8,99;11;3265,652695;127533,9164;77;yes
Erl;Male;39;1772;39458;2;9,75;12,76;1657,735398;43198,91865;35;no
Frederich;Male;25;9876;100793;3;8,99;11;2813,779876;109900,5162;87;yes
Stephan;Male;21;9581;3135;1;10,49;15,5;270,5139695;3771,112727;63;yes
Drucie;Female;19;8306;3435;2;10,49;13,5;150,7478531;4099,673261;65;yes
Liv;Female;47;10035;14913;2;10,49;13,5;631,0791074;16556,05696;75;yes
Hale;Male;52;6165;51481;3;8,99;11;1440,589979;56314,62672;77;yes
Ashia;Female;48;2770;117311;4;8,99;11;2455,547979;127980,628;49;no
Calley;Female;22;1613;20499;4;9,75;11,76;434,9282122;22663,16096;39;no
Vanessa;Female;51;4679;19253;4;10,49;12,5;408,9788349;21302,70551;29;no
Pierson;Male;39;6526;105453;2;8,99;12;4417,272302;114847,0998;75;yes
Rozalin;Female;57;3279;114403;1;8,99;14;9611,474668;124435,5883;43;no
Free;Male;35;7434;70245;5;8,99;11;1179,501549;76861,18326;80;yes
Portie;Male;36;10367;101791;1;8,99;14;8552,659475;110758,5594;93;yes
Arlen;Male;34;11492;44198;2;9,75;12,76;1856,034495;48343,64173;85;yes
Katrina;Female;40;4995;110592;4;8,99;11;2315,307133;120671,8159;49;no
Toma;Female;46;6751;107572;1;8,99;14;9037,991748;117027,7399;73;yes
Tod;Male;38;7458;105924;1;8,99;14;8899,63721;115240,5734;73;yes
Tore;Male;57;3574;25033;5;9,75;11,76;424,8935438;27619,27019;40;no
Andria;Female;22;6057;65207;3;8,99;11;1822,817521;71230,26428;77;yes
Ada;Female;49;2655;76646;4;8,99;11;1606,776734;83745,94364;49;no
Margarette;Female;53;10743;59658;1;8,99;14;5015,46787;65067,60957;93;yes
Adriano;Male;29;7613;78002;4;8,99;11;1635,079545;85220,97701;79;yes
Iago;Male;18;8575;124609;1;8,99;14;10468,29895;135503,441;83;yes
Auguste;Female;54;5125;12971;3;10,49;12,5;368,3523955;14460,88616;27;no
Nicolai;Male;40;10786;67162;1;8,99;14;5645,451156;73205,28995;93;yes
Jenilee;Female;32;11288;98069;5;8,99;11;1643,92867;107158,5996;100;yes
Neall;Male;50;4459;104528;2;8,99;12;4378,586803;113842,9587;45;no
Hughie;Male;46;10746;15965;3;10,49;12,5;451,7606965;17712,9486;77;yes
Alvie;Male;59;3547;45333;3;9,75;11,76;1269,651257;49622,04865;37;no
Starlene;Female;40;11517;17307;2;10,49;13,5;731,2632006;19154,12131;75;yes
Desmund;Male;39;4697;114112;4;8,99;11;2388,777557;124500,8111;49;no
Irma;Female;44;7193;87820;1;8,99;14;7379,75216;95607,76882;73;yes
Danita;Female;58;5126;109098;1;8,99;14;9166,104021;118682,604;43;no
Pavla;Female;28;8682;73432;2;8,99;12;3078,084897;80086,44624;85;yes
Andria;Female;58;4293;29350;2;9,75;12,76;1234,864664;32227,85096;35;no
Zilvia;Female;34;7526;76160;3;8,99;11;2127,825408;83132,56489;77;yes
Morna;Female;40;1628;24088;1;9,75;14,76;2030,511469;26491,85147;33;no
Brendan;Male;18;4825;57114;2;8,99;12;2395,630881;62372,31035;45;no
Izzy;Male;44;10390;15541;4;10,49;12,5;331,4768645;17267,21775;79;yes
Clare;Male;19;11721;84539;2;8,99;12;3542,603635;92143,73925;95;yes
Kenyon;Male;21;3362;28815;2;9,75;12,76;1212,482804;31647,17019;35;no
Walther;Male;26;7308;112157;5;8,99;11;1879,079953;122498,9534;80;yes
Ebonee;Female;59;11813;72594;2;8,99;12;3043,037927;79176,74861;95;yes
Garfield;Male;18;6905;91720;4;8,99;11;1921,405475;100143,1804;79;yes
Codie;Male;53;4608;29416;5;9,75;11,76;498,0620575;32389,99712;40;no
Meyer;Male;48;1318;122405;4;8,99;11;2561,871371;133521,7932;49;no
Sunny;Male;39;8103;38681;4;9,75;11,76;814,4877397;42434,92045;79;yes
Lek;Male;53;1443;34359;2;9,75;12,76;1444,417445;37664,5425;35;no
Quinlan;Male;43;1611;40105;5;9,75;11,76;676,5010816;44024,5625;40;no
Gertrude;Female;37;5212;31099;1;9,75;14,76;2619,470242;34094,29224;33;no
Alley;Male;24;11711;55680;4;8,99;11;1169,168522;60939,4911;99;yes
Wilhelmine;Female;37;7344;106925;2;8,99;12;4478,834522;116445,0413;75;yes
Janette;Female;42;5647;49946;5;9,75;11,76;840,7838429;54736,1125;40;no
Murray;Male;54;8334;121841;1;8,99;14;10235,91706;132501,6953;83;yes
Basilio;Male;25;4609;109484;3;8,99;11;3055,797912;119344,7684;47;no
Rudiger;Male;26;1079;19511;1;10,49;15,5;1647,006718;21527,39045;23;no
Milo;Male;60;10106;18132;3;10,49;12,5;512,1300313;20066,72927;77;yes
Holly-anne;Female;54;10294;20096;1;9,75;14,76;1695,16367;22163,09045;83;yes
Ernestine;Female;52;3186;3610;4;10,49;12,5;82,37233646;4296,472991;29;no
Anabella;Female;51;2217;50897;5;8,99;11;856,552443;55793,24147;50;no
Fin;Male;51;7273;22734;1;9,75;14,76;1916,768754;25023,62942;63;yes
Juli;Female;37;9183;72173;4;8,99;11;1513,415027;78880,29153;89;yes
Jere;Male;38;8807;73059;3;8,99;11;2041,471947;79762,80006;87;yes
Ric;Male;28;5096;4874;3;10,49;12,5;142,7822509;5665,979823;27;no
Olga;Female;23;6412;64002;3;8,99;11;1789,261919;69920,82647;77;yes
Stesha;Female;52;3877;11179;3;10,49;12,5;318,4299923;12514,42795;27;no
Claire;Male;55;2899;97551;3;8,99;11;2723,499992;106377,5309;47;no
Aluin;Male;50;11399;87868;3;8,99;11;2453,857759;95855,30163;97;yes
Donny;Female;56;9100;89219;5;8,99;11;1496,207997;97521,87829;90;yes
Tyrus;Male;48;7614;92385;4;8,99;11;1935,28554;100866,5559;79;yes
Bernadette;Female;32;2062;5712;2;10,49;13,5;246,0357313;6570,764538;25;no
Maribel;Female;59;10605;24116;2;9,75;12,76;1015,898952;26546,94788;85;yes
Dru;Female;31;9671;20623;5;9,75;11,76;351,2743001;22819,15481;80;yes
Lyn;Male;29;11286;2094;2;10,49;13,5;94,62969562;2644,36654;75;yes
Blondie;Female;34;5821;28713;5;9,75;11,76;486,3263821;31624,80865;40;no
Webster;Male;22;2713;77463;2;8,99;12;3246,670027;84462,33065;45;no
Hayyim;Male;34;9508;110100;5;8,99;11;1844,745328;120259,0962;90;yes
Brew;Male;36;2357;113644;5;8,99;11;1903,900364;124118,1403;50;no
Cece;Male;38;8254;13402;3;10,49;12,5;380,3594021;14929,03543;67;yes
Idell;Female;23;5615;94381;1;8,99;14;7930,56777;102722,8169;43;no
Stanislaw;Male;18;3459;16291;3;10,49;12,5;460,8425623;18067,04759;27;no
Meade;Female;40;1814;81491;1;8,99;14;6848,413644;88744,31211;43;no
Sarina;Female;31;4018;15962;3;10,49;12,5;451,6771211;17709,69002;27;no
Carly;Female;34;11186;119181;2;8,99;12;4991,406923;129749,6404;95;yes
Gunther;Male;42;2817;88860;5;8,99;11;1490,215712;97130,96496;50;no
Erminia;Female;28;9776;47273;3;9,75;11,76;1323,685701;51729,68455;77;yes
Hyacinthie;Female;36;3491;70774;1;8,99;14;5948,68938;77122,30775;43;no
Hagan;Male;32;3140;97888;1;8,99;14;8224,990929;106525,9679;43;no
Tabbatha;Female;51;8141;45952;3;9,75;11,76;1286,892144;50294,5366;77;yes
Lily;Female;38;9167;10781;1;10,49;15,5;913,2022666;12061,56824;63;yes
Martino;Male;42;6875;91911;1;8,99;14;7723,203869;100044,2361;73;yes
Bria;Female;56;9498;14096;3;10,49;12,5;399,69319;15682,85351;67;yes
Milt;Male;48;6354;5939;4;10,49;12,5;130,9989768;6828,437163;59;yes
Salvador;Male;24;8156;108847;2;8,99;12;4559,216715;118531,4838;85;yes
Diena;Female;40;1591;91380;4;8,99;11;1914,3089;99773,33426;49;no
Larine;Female;60;3062;19574;4;10,49;12,5;415,680918;21651,67954;29;no
Lita;Female;28;7932;31144;4;9,75;11,76;657,1486044;34238,91609;69;yes
Andonis;Male;44;1449;65890;5;8,99;11;1106,809625;72119,04524;50;no
Nikoletta;Female;50;9248;89918;3;8,99;11;2510,944052;98082,9759;87;yes
Neel;Male;49;6557;2964;4;10,49;12,5;68,8846552;3594,176359;59;yes
Vannie;Female;59;6637;56371;4;8,99;11;1183,591267;61691,14896;79;yes
Bastian;Male;42;6318;7388;2;10,49;13,5;316,1729662;8389,626629;55;yes
Tymothy;Male;28;1371;113060;4;8,99;11;2366,819919;123356,4637;49;no
Mike;Male;44;11268;49597;2;9,75;12,76;2081,903024;54203,63327;85;yes
Jayne;Female;44;2929;100753;2;8,99;12;4220,708147;109744,9771;45;no
Beverly;Female;33;5283;19774;4;10,49;12,5;419,8566707;21869,10883;29;no
Warren;Male;44;2990;14849;1;10,49;15,5;1255,140011;16472,44622;23;no
Veronika;Female;47;5739;114196;1;8,99;14;9594,096397;124211,1081;43;no
Katerina;Female;44;2109;60915;5;8,99;11;1023,768907;66701,79227;50;no
Artus;Male;58;1591;73415;3;8,99;11;2051,385469;80149,65471;47;no
Iona;Female;42;11110;13530;3;10,49;12,5;383,9252881;15068,06816;77;yes
Paxton;Male;37;10532;59784;4;8,99;11;1254,828357;65403,75139;99;yes
Chrystel;Female;58;10548;65488;5;8,99;11;1100,099601;71681,30942;100;yes
Uriel;Male;34;11452;58623;4;8,99;11;1230,59564;64140,83565;99;yes
Vicky;Female;56;1587;36169;5;9,75;11,76;610,7946545;39740,37788;40;no
Korry;Female;57;8266;63331;4;8,99;11;1328,862332;69262,1167;89;yes
Lin;Female;44;4025;117202;3;8,99;11;3270,720844;127731,6904;47;no
Marleah;Female;24;4376;53120;3;8,99;11;1486,231167;58095,67946;47;no
Saunderson;Male;29;4718;9038;2;10,49;13,5;385,2221533;10180,27248;25;no
Willow;Female;60;2442;26098;3;9,75;11,76;733,9025325;28724,94737;37;no
Gothart;Male;51;1461;50679;4;8,99;11;1064,786252;55499,48971;49;no
Filbert;Male;52;7708;89897;3;8,99;11;2510,359266;98060,15582;77;yes
Gordie;Male;21;7547;90921;5;8,99;11;1524,617103;99375,1777;80;yes
Tami;Female;26;7681;43530;4;9,75;11,76;915,7133557;47707,89712;69;yes
Dilly;Male;46;3983;35212;4;9,75;11,76;742,0704039;38662,60532;39;no
Britney;Female;40;8161;57781;3;8,99;11;1616,025905;63160,65008;87;yes
Seward;Male;42;1254;120726;4;8,99;11;2526,826813;131695,406;49;no
Krystle;Female;32;11015;90409;2;8,99;12;3788,099718;98515,96487;95;yes
Werner;Male;43;11374;89259;4;8,99;11;1870,038795;97466,14711;99;yes
Agretha;Female;36;2139;124800;4;8,99;11;2611,86048;136127,0328;49;no
Lynsey;Female;25;3405;45949;3;9,75;11,76;1286,808586;50291,27737;37;no
Wandie;Female;23;2111;116104;3;8,99;11;3240,144868;126538,5263;47;no
Marcus;Male;39;1278;27928;1;9,75;14,76;2353,090515;30655,78994;33;no
Donavon;Male;33;4562;79960;4;8,99;11;1675,947468;87350,85558;49;no
Isahella;Female;48;5162;15642;1;10,49;15,5;1321,796016;17332,28551;23;no
Caryl;Female;52;6908;106954;5;8,99;11;1792,23355;116833,4323;80;yes
Madel;Female;39;9237;36913;5;9,75;11,76;623,2147718;40550,19327;80;yes
Budd;Male;45;6828;96377;3;8,99;11;2690,807646;105101,7798;77;yes
Clarke;Male;41;11053;52073;2;8,99;12;2184,805369;56900,01233;95;yes
Cort;Male;45;2805;17808;2;10,49;13,5;752,2290447;19697,8265;25;no
Etheline;Female;47;1820;18846;3;10,49;12,5;532,0209888;20842,27121;27;no
Abrahan;Male;44;3540;59549;3;8,99;11;1665,259352;65081,8833;47;no
Coralyn;Female;18;2275;11799;5;10,49;12,5;203,9932097;13210,36344;30;no
Rachelle;Female;37;4309;2435;2;10,49;13,5;108,899861;3014,43335;25;no
Delmor;Male;26;10396;87699;1;8,99;14;7369,593847;95476,55089;93;yes
Kayla;Female;22;3262;46560;1;9,75;14,76;3918,270924;50859,56635;33;no
Herby;Male;45;6508;112238;4;8,99;11;2349,662905;122462,3063;79;yes
Garik;Male;43;7734;24986;4;9,75;11,76;528,5968735;27542,48583;69;yes
